"location","mortalityRate","state","county"
"Autauga County, Alabama",-42.76,"1","001"
"Baldwin County, Alabama",-38.96,"1","003"
"Barbour County, Alabama",-50.52,"1","005"
"Bibb County, Alabama",-31.09,"1","007"
"Blount County, Alabama",-34.94,"1","009"
"Bullock County, Alabama",-46.03,"1","011"
"Butler County, Alabama",-30.49,"1","013"
"Calhoun County, Alabama",-31.55,"1","015"
"Chambers County, Alabama",-32.78,"1","017"
"Cherokee County, Alabama",-44.55,"1","019"
"Chilton County, Alabama",-35.71,"1","021"
"Choctaw County, Alabama",-32.85,"1","023"
"Clarke County, Alabama",-43.25,"1","025"
"Clay County, Alabama",-20.26,"1","027"
"Cleburne County, Alabama",-30.74,"1","029"
"Coffee County, Alabama",-30.67,"1","031"
"Colbert County, Alabama",-40.13,"1","033"
"Conecuh County, Alabama",-34.49,"1","035"
"Coosa County, Alabama",-39.91,"1","037"
"Covington County, Alabama",-37.51,"1","039"
"Crenshaw County, Alabama",-40,"1","041"
"Cullman County, Alabama",-27.34,"1","043"
"Dale County, Alabama",-37.45,"1","045"
"Dallas County, Alabama",-18.03,"1","047"
"DeKalb County, Alabama",-34.38,"1","049"
"Elmore County, Alabama",-50.41,"1","051"
"Escambia County, Alabama",-33.75,"1","053"
"Etowah County, Alabama",-34.41,"1","055"
"Fayette County, Alabama",-31.45,"1","057"
"Franklin County, Alabama",-32.08,"1","059"
"Geneva County, Alabama",-36.02,"1","061"
"Greene County, Alabama",-43.08,"1","063"
"Hale County, Alabama",-38.11,"1","065"
"Henry County, Alabama",-46.24,"1","067"
"Houston County, Alabama",-40.69,"1","069"
"Jackson County, Alabama",-38.24,"1","071"
"Jefferson County, Alabama",-35.81,"1","073"
"Lamar County, Alabama",-39.75,"1","075"
"Lauderdale County, Alabama",-40.04,"1","077"
"Lawrence County, Alabama",-34.02,"1","079"
"Lee County, Alabama",-48.22,"1","081"
"Limestone County, Alabama",-45.33,"1","083"
"Lowndes County, Alabama",-24.75,"1","085"
"Macon County, Alabama",-28.7,"1","087"
"Madison County, Alabama",-56.74,"1","089"
"Marengo County, Alabama",-32.98,"1","091"
"Marion County, Alabama",-20.43,"1","093"
"Marshall County, Alabama",-38.51,"1","095"
"Mobile County, Alabama",-37.93,"1","097"
"Monroe County, Alabama",-31.73,"1","099"
"Montgomery County, Alabama",-49.63,"1","101"
"Morgan County, Alabama",-38.57,"1","103"
"Perry County, Alabama",-11.29,"1","105"
"Pickens County, Alabama",-33.63,"1","107"
"Pike County, Alabama",-40.19,"1","109"
"Randolph County, Alabama",-34.66,"1","111"
"Russell County, Alabama",-60.5,"1","113"
"Saint Clair County, Alabama",-32.05,"1","115"
"Shelby County, Alabama",-55.67,"1","117"
"Sumter County, Alabama",-34.23,"1","119"
"Talladega County, Alabama",-38.6,"1","121"
"Tallapoosa County, Alabama",-42.86,"1","123"
"Tuscaloosa County, Alabama",-36.04,"1","125"
"Walker County, Alabama",-29.81,"1","127"
"Washington County, Alabama",-41.66,"1","129"
"Wilcox County, Alabama",-32.29,"1","131"
"Winston County, Alabama",-46.79,"1","133"
"Aleutians East Borough, Alaska",-74.13,"2","013"
"Aleutians West Census Area, Alaska",-74.13,"2","016"
"Anchorage Municipality, Alaska",-43.91,"2","020"
"Bethel Census Area, Alaska",-38.74,"2","050"
"Bristol Bay Borough, Alaska",-49.88,"2","060"
"Denali Borough, Alaska",-48.74,"2","068"
"Dillingham Census Area, Alaska",-54.64,"2","070"
"Fairbanks North Star Borough, Alaska",-53.8,"2","090"
"Haines Borough, Alaska",-43.53,"2","100"
"Hoonah-Angoon Census Area, Alaska",-60.99,"2","105"
"Juneau City and Borough, Alaska",-47.82,"2","110"
"Kenai Peninsula Borough, Alaska",-48.44,"2","122"
"Ketchikan Gateway Borough, Alaska",-49.4,"2","130"
"Kodiak Island Borough, Alaska",-61.71,"2","150"
"Kusilvak Census Area, Alaska",-39.06,"2","158"
"Lake and Peninsula Borough, Alaska",-54.64,"2","164"
"Matanuska-Susitna Borough, Alaska",-47.68,"2","170"
"Nome Census Area, Alaska",-40.15,"2","180"
"North Slope Borough, Alaska",-67.64,"2","185"
"Northwest Arctic Borough, Alaska",-50.11,"2","188"
"Petersburg Borough, Alaska",-49.4,"2","195"
"Prince of Wales-Hyder Census Area, Alaska",-49.4,"2","198"
"Sitka City and Borough, Alaska",-62.17,"2","220"
"Skagway Municipality, Alaska",-60.99,"2","230"
"Southeast Fairbanks Census Area, Alaska",-47.11,"2","240"
"Valdez-Cordova Census Area, Alaska",-49.49,"2","261"
"Wrangell City and Borough, Alaska",-49.4,"2","275"
"Yakutat City and Borough, Alaska",-60.99,"2","282"
"Yukon-Koyukuk Census Area, Alaska",-48.74,"2","290"
"Apache County, Arizona",-36.9,"4","001"
"Cochise County, Arizona",-39.26,"4","003"
"Coconino County, Arizona",-46.69,"4","005"
"Gila County, Arizona",-44.62,"4","007"
"Graham County, Arizona",-39.14,"4","009"
"Greenlee County, Arizona",-46.65,"4","011"
"La Paz County, Arizona",-54.59,"4","012"
"Maricopa County, Arizona",-50.99,"4","013"
"Mohave County, Arizona",-34.81,"4","015"
"Navajo County, Arizona",-41.59,"4","017"
"Pima County, Arizona",-47.2,"4","019"
"Pinal County, Arizona",-61.03,"4","021"
"Santa Cruz County, Arizona",-56.72,"4","023"
"Yavapai County, Arizona",-49.14,"4","025"
"Yuma County, Arizona",-54.59,"4","027"
"Arkansas County, Arkansas",-32.94,"5","001"
"Ashley County, Arkansas",-28.11,"5","003"
"Baxter County, Arkansas",-38.94,"5","005"
"Benton County, Arkansas",-45.46,"5","007"
"Boone County, Arkansas",-24.69,"5","009"
"Bradley County, Arkansas",-24.11,"5","011"
"Calhoun County, Arkansas",-40.16,"5","013"
"Carroll County, Arkansas",-37.91,"5","015"
"Chicot County, Arkansas",-19.19,"5","017"
"Clark County, Arkansas",-29.55,"5","019"
"Clay County, Arkansas",-23.41,"5","021"
"Cleburne County, Arkansas",-38.98,"5","023"
"Cleveland County, Arkansas",-32.49,"5","025"
"Columbia County, Arkansas",-29.13,"5","027"
"Conway County, Arkansas",-38.15,"5","029"
"Craighead County, Arkansas",-39.44,"5","031"
"Crawford County, Arkansas",-39.01,"5","033"
"Crittenden County, Arkansas",-39.46,"5","035"
"Cross County, Arkansas",-39.59,"5","037"
"Dallas County, Arkansas",-33.22,"5","039"
"Desha County, Arkansas",-18.29,"5","041"
"Drew County, Arkansas",-33.06,"5","043"
"Faulkner County, Arkansas",-38.71,"5","045"
"Franklin County, Arkansas",-33.02,"5","047"
"Fulton County, Arkansas",-32.15,"5","049"
"Garland County, Arkansas",-38.69,"5","051"
"Grant County, Arkansas",-41.78,"5","053"
"Greene County, Arkansas",-31.78,"5","055"
"Hempstead County, Arkansas",-22.25,"5","057"
"Hot Spring County, Arkansas",-34.07,"5","059"
"Howard County, Arkansas",-22.4,"5","061"
"Independence County, Arkansas",-31.87,"5","063"
"Izard County, Arkansas",-35.1,"5","065"
"Jackson County, Arkansas",-24.01,"5","067"
"Jefferson County, Arkansas",-29.31,"5","069"
"Johnson County, Arkansas",-34.24,"5","071"
"Lafayette County, Arkansas",-28.18,"5","073"
"Lawrence County, Arkansas",-31.68,"5","075"
"Lee County, Arkansas",-35.23,"5","077"
"Lincoln County, Arkansas",-29.97,"5","079"
"Little River County, Arkansas",-26.38,"5","081"
"Logan County, Arkansas",-34.81,"5","083"
"Lonoke County, Arkansas",-39.66,"5","085"
"Madison County, Arkansas",-31.21,"5","087"
"Marion County, Arkansas",-30.28,"5","089"
"Miller County, Arkansas",-39.47,"5","091"
"Mississippi County, Arkansas",-30.06,"5","093"
"Monroe County, Arkansas",-34.28,"5","095"
"Montgomery County, Arkansas",-36.71,"5","097"
"Nevada County, Arkansas",-28.04,"5","099"
"Newton County, Arkansas",-31.98,"5","101"
"Ouachita County, Arkansas",-27.35,"5","103"
"Perry County, Arkansas",-42.28,"5","105"
"Phillips County, Arkansas",-34.34,"5","107"
"Pike County, Arkansas",-26.37,"5","109"
"Poinsett County, Arkansas",-24.25,"5","111"
"Polk County, Arkansas",-30.13,"5","113"
"Pope County, Arkansas",-34.02,"5","115"
"Prairie County, Arkansas",-38.76,"5","117"
"Pulaski County, Arkansas",-44.05,"5","119"
"Randolph County, Arkansas",-36.09,"5","121"
"Saint Francis County, Arkansas",-33.61,"5","123"
"Saline County, Arkansas",-47.05,"5","125"
"Scott County, Arkansas",-32.83,"5","127"
"Searcy County, Arkansas",-29.11,"5","129"
"Sebastian County, Arkansas",-35.19,"5","131"
"Sevier County, Arkansas",-38.87,"5","133"
"Sharp County, Arkansas",-26.86,"5","135"
"Stone County, Arkansas",-44.38,"5","137"
"Union County, Arkansas",-36.42,"5","139"
"Van Buren County, Arkansas",-38.56,"5","141"
"Washington County, Arkansas",-37.62,"5","143"
"White County, Arkansas",-28.58,"5","145"
"Woodruff County, Arkansas",-28.03,"5","147"
"Yell County, Arkansas",-30.91,"5","149"
"Alameda County, California",-59.88,"6","001"
"Alpine County, California",-46.16,"6","003"
"Amador County, California",-41.71,"6","005"
"Butte County, California",-36.99,"6","007"
"Calaveras County, California",-46.42,"6","009"
"Colusa County, California",-58.97,"6","011"
"Contra Costa County, California",-52.11,"6","013"
"Del Norte County, California",-43.29,"6","015"
"El Dorado County, California",-51.81,"6","017"
"Fresno County, California",-40.21,"6","019"
"Glenn County, California",-50.62,"6","021"
"Humboldt County, California",-39.68,"6","023"
"Imperial County, California",-57.49,"6","025"
"Inyo County, California",-41.56,"6","027"
"Kern County, California",-40.46,"6","029"
"Kings County, California",-55.54,"6","031"
"Lake County, California",-33.14,"6","033"
"Lassen County, California",-42.96,"6","035"
"Los Angeles County, California",-58.99,"6","037"
"Madera County, California",-42.26,"6","039"
"Marin County, California",-62.6,"6","041"
"Mariposa County, California",-49.86,"6","043"
"Mendocino County, California",-43.65,"6","045"
"Merced County, California",-44.69,"6","047"
"Modoc County, California",-39.92,"6","049"
"Mono County, California",-52.33,"6","051"
"Monterey County, California",-54.87,"6","053"
"Napa County, California",-40.79,"6","055"
"Nevada County, California",-47.77,"6","057"
"Orange County, California",-53.28,"6","059"
"Placer County, California",-54.83,"6","061"
"Plumas County, California",-41.83,"6","063"
"Riverside County, California",-51.46,"6","065"
"Sacramento County, California",-46.18,"6","067"
"San Benito County, California",-54.38,"6","069"
"San Bernardino County, California",-47.85,"6","071"
"San Diego County, California",-50.97,"6","073"
"San Francisco County, California",-61.93,"6","075"
"San Joaquin County, California",-44.03,"6","077"
"San Luis Obispo County, California",-47.29,"6","079"
"San Mateo County, California",-58.47,"6","081"
"Santa Barbara County, California",-45.89,"6","083"
"Santa Clara County, California",-60.25,"6","085"
"Santa Cruz County, California",-47.27,"6","087"
"Shasta County, California",-32.66,"6","089"
"Sierra County, California",-42.5,"6","091"
"Siskiyou County, California",-42.13,"6","093"
"Solano County, California",-55.79,"6","095"
"Sonoma County, California",-48.4,"6","097"
"Stanislaus County, California",-36.03,"6","099"
"Sutter County, California",-46.16,"6","101"
"Tehama County, California",-44.17,"6","103"
"Trinity County, California",-48,"6","105"
"Tulare County, California",-41.44,"6","107"
"Tuolumne County, California",-42.16,"6","109"
"Ventura County, California",-51.61,"6","111"
"Yolo County, California",-60.15,"6","113"
"Yuba County, California",-36.02,"6","115"
"Adams County, Colorado",-46.64,"8","001"
"Alamosa County, Colorado",-39.2,"8","003"
"Arapahoe County, Colorado",-46.64,"8","005"
"Archuleta County, Colorado",-57.07,"8","007"
"Baca County, Colorado",-38.39,"8","009"
"Bent County, Colorado",-42.69,"8","011"
"Boulder County, Colorado",-46.64,"8","013"
"Broomfield County, Colorado",-46.64,"8","014"
"Chaffee County, Colorado",-59.01,"8","015"
"Cheyenne County, Colorado",-49.1,"8","017"
"Clear Creek County, Colorado",-54.77,"8","019"
"Conejos County, Colorado",-43.37,"8","021"
"Costilla County, Colorado",-44.53,"8","023"
"Crowley County, Colorado",-51.08,"8","025"
"Custer County, Colorado",-55.31,"8","027"
"Delta County, Colorado",-28.4,"8","029"
"Denver County, Colorado",-46.64,"8","031"
"Dolores County, Colorado",-39.64,"8","033"
"Douglas County, Colorado",-64.67,"8","035"
"Eagle County, Colorado",-67.46,"8","037"
"El Paso County, Colorado",-46.65,"8","041"
"Elbert County, Colorado",-53.29,"8","039"
"Fremont County, Colorado",-46.34,"8","043"
"Garfield County, Colorado",-47.09,"8","045"
"Gilpin County, Colorado",-46.87,"8","047"
"Grand County, Colorado",-60.37,"8","049"
"Gunnison County, Colorado",-54.84,"8","051"
"Hinsdale County, Colorado",-67.27,"8","053"
"Huerfano County, Colorado",-40.72,"8","055"
"Jackson County, Colorado",-53.21,"8","057"
"Jefferson County, Colorado",-46.64,"8","059"
"Kiowa County, Colorado",-47.55,"8","061"
"Kit Carson County, Colorado",-49.6,"8","063"
"La Plata County, Colorado",-54.47,"8","067"
"Lake County, Colorado",-56.08,"8","065"
"Larimer County, Colorado",-44.42,"8","069"
"Las Animas County, Colorado",-42.97,"8","071"
"Lincoln County, Colorado",-51.65,"8","073"
"Logan County, Colorado",-43.35,"8","075"
"Mesa County, Colorado",-38.05,"8","077"
"Mineral County, Colorado",-52.76,"8","079"
"Moffat County, Colorado",-43.96,"8","081"
"Montezuma County, Colorado",-35.16,"8","083"
"Montrose County, Colorado",-40.17,"8","085"
"Morgan County, Colorado",-51.46,"8","087"
"Otero County, Colorado",-39.76,"8","089"
"Ouray County, Colorado",-51.98,"8","091"
"Park County, Colorado",-57,"8","093"
"Phillips County, Colorado",-49.31,"8","095"
"Pitkin County, Colorado",-66.9,"8","097"
"Prowers County, Colorado",-50.71,"8","099"
"Pueblo County, Colorado",-47.51,"8","101"
"Rio Blanco County, Colorado",-48.47,"8","103"
"Rio Grande County, Colorado",-37.37,"8","105"
"Routt County, Colorado",-62.48,"8","107"
"Saguache County, Colorado",-52.97,"8","109"
"San Juan County, Colorado",-50.16,"8","111"
"San Miguel County, Colorado",-56.78,"8","113"
"Sedgwick County, Colorado",-40.24,"8","115"
"Summit County, Colorado",-63.57,"8","117"
"Teller County, Colorado",-53.19,"8","119"
"Washington County, Colorado",-53.05,"8","121"
"Weld County, Colorado",-46.64,"8","123"
"Yuma County, Colorado",-48.45,"8","125"
"Fairfield County, Connecticut",-55.6,"9","001"
"Hartford County, Connecticut",-49.44,"9","003"
"Litchfield County, Connecticut",-51.85,"9","005"
"Middlesex County, Connecticut",-58.24,"9","007"
"New Haven County, Connecticut",-55.04,"9","009"
"New London County, Connecticut",-55.82,"9","011"
"Tolland County, Connecticut",-54.06,"9","013"
"Windham County, Connecticut",-47.76,"9","015"
"Kent County, Delaware",-49.05,"10","001"
"New Castle County, Delaware",-54.05,"10","003"
"Sussex County, Delaware",-53.86,"10","005"
"District of Columbia, District of Columbia",-43.44,"11","001"
"Alachua County, Florida",-51.53,"12","001"
"Baker County, Florida",-46.43,"12","003"
"Bay County, Florida",-43.58,"12","005"
"Bradford County, Florida",-48.74,"12","007"
"Brevard County, Florida",-45.44,"12","009"
"Broward County, Florida",-41.06,"12","011"
"Calhoun County, Florida",-44.83,"12","013"
"Charlotte County, Florida",-52.62,"12","015"
"Citrus County, Florida",-34.47,"12","017"
"Clay County, Florida",-53.81,"12","019"
"Collier County, Florida",-63.39,"12","021"
"Columbia County, Florida",-43.27,"12","023"
"DeSoto County, Florida",-61.12,"12","027"
"Dixie County, Florida",-36.93,"12","029"
"Duval County, Florida",-47.59,"12","031"
"Escambia County, Florida",-42.47,"12","033"
"Flagler County, Florida",-56.32,"12","035"
"Franklin County, Florida",-47.9,"12","037"
"Gadsden County, Florida",-36.62,"12","039"
"Gilchrist County, Florida",-54,"12","041"
"Glades County, Florida",-61.59,"12","043"
"Gulf County, Florida",-44.15,"12","045"
"Hamilton County, Florida",-47.68,"12","047"
"Hardee County, Florida",-57.28,"12","049"
"Hendry County, Florida",-56.39,"12","051"
"Hernando County, Florida",-39.18,"12","053"
"Highlands County, Florida",-52.04,"12","055"
"Hillsborough County, Florida",-49.53,"12","057"
"Holmes County, Florida",-33.18,"12","059"
"Indian River County, Florida",-49.84,"12","061"
"Jackson County, Florida",-41.4,"12","063"
"Jefferson County, Florida",-42.54,"12","065"
"Lafayette County, Florida",-44.31,"12","067"
"Lake County, Florida",-47.14,"12","069"
"Lee County, Florida",-53.67,"12","071"
"Leon County, Florida",-44.38,"12","073"
"Levy County, Florida",-46.74,"12","075"
"Liberty County, Florida",-43.74,"12","077"
"Madison County, Florida",-33.96,"12","079"
"Manatee County, Florida",-49.23,"12","081"
"Marion County, Florida",-45.1,"12","083"
"Martin County, Florida",-57.74,"12","085"
"Miami-Dade County, Florida",-48.42,"12","086"
"Monroe County, Florida",-45.73,"12","087"
"Nassau County, Florida",-53.46,"12","089"
"Okaloosa County, Florida",-55.18,"12","091"
"Okeechobee County, Florida",-47.33,"12","093"
"Orange County, Florida",-53.36,"12","095"
"Osceola County, Florida",-49.46,"12","097"
"Palm Beach County, Florida",-54,"12","099"
"Pasco County, Florida",-35.89,"12","101"
"Pinellas County, Florida",-42.4,"12","103"
"Polk County, Florida",-45.46,"12","105"
"Putnam County, Florida",-44.48,"12","107"
"Saint Johns County, Florida",-62.74,"12","109"
"Saint Lucie County, Florida",-56.79,"12","111"
"Santa Rosa County, Florida",-55.03,"12","113"
"Sarasota County, Florida",-54.97,"12","115"
"Seminole County, Florida",-53.4,"12","117"
"Sumter County, Florida",-70.7,"12","119"
"Suwannee County, Florida",-39.73,"12","121"
"Taylor County, Florida",-47.68,"12","123"
"Union County, Florida",-44.41,"12","125"
"Volusia County, Florida",-44.58,"12","127"
"Wakulla County, Florida",-37.16,"12","129"
"Walton County, Florida",-48,"12","131"
"Washington County, Florida",-38.66,"12","133"
"Appling County, Georgia",-38.18,"13","001"
"Atkinson County, Georgia",-50.95,"13","003"
"Bacon County, Georgia",-37.18,"13","005"
"Baker County, Georgia",-57.13,"13","007"
"Baldwin County, Georgia",-29.14,"13","009"
"Banks County, Georgia",-39.63,"13","011"
"Barrow County, Georgia",-44.75,"13","013"
"Bartow County, Georgia",-49.49,"13","015"
"Ben Hill County, Georgia",-48.72,"13","017"
"Berrien County, Georgia",-43.76,"13","019"
"Bibb County, Georgia",-32.74,"13","021"
"Bleckley County, Georgia",-45.51,"13","023"
"Brantley County, Georgia",-49.29,"13","025"
"Brooks County, Georgia",-50.58,"13","027"
"Bryan County, Georgia",-48.92,"13","029"
"Bulloch County, Georgia",-51.11,"13","031"
"Burke County, Georgia",-41.1,"13","033"
"Butts County, Georgia",-41.66,"13","035"
"Calhoun County, Georgia",-40.12,"13","037"
"Camden County, Georgia",-53.65,"13","039"
"Candler County, Georgia",-49.57,"13","043"
"Carroll County, Georgia",-35.48,"13","045"
"Catoosa County, Georgia",-48.28,"13","047"
"Charlton County, Georgia",-47.67,"13","049"
"Chatham County, Georgia",-47.15,"13","051"
"Chattahoochee County, Georgia",-48.19,"13","053"
"Chattooga County, Georgia",-44.81,"13","055"
"Cherokee County, Georgia",-60.2,"13","057"
"Clarke County, Georgia",-47.84,"13","059"
"Clay County, Georgia",-45.84,"13","061"
"Clayton County, Georgia",-43.77,"13","063"
"Clinch County, Georgia",-46.63,"13","065"
"Cobb County, Georgia",-55.34,"13","067"
"Coffee County, Georgia",-45.82,"13","069"
"Colquitt County, Georgia",-34.77,"13","071"
"Columbia County, Georgia",-64.76,"13","073"
"Cook County, Georgia",-41.39,"13","075"
"Coweta County, Georgia",-59.66,"13","077"
"Crawford County, Georgia",-48.8,"13","079"
"Crisp County, Georgia",-47.5,"13","081"
"Dade County, Georgia",-36.64,"13","083"
"Dawson County, Georgia",-59.05,"13","085"
"DeKalb County, Georgia",-46.45,"13","089"
"Decatur County, Georgia",-47.3,"13","087"
"Dodge County, Georgia",-42.27,"13","091"
"Dooly County, Georgia",-53.04,"13","093"
"Dougherty County, Georgia",-40.28,"13","095"
"Douglas County, Georgia",-44.39,"13","097"
"Early County, Georgia",-29.98,"13","099"
"Echols County, Georgia",-52.28,"13","101"
"Effingham County, Georgia",-47.63,"13","103"
"Elbert County, Georgia",-34.83,"13","105"
"Emanuel County, Georgia",-40.43,"13","107"
"Evans County, Georgia",-44.73,"13","109"
"Fannin County, Georgia",-49.13,"13","111"
"Fayette County, Georgia",-59.71,"13","113"
"Floyd County, Georgia",-41.17,"13","115"
"Forsyth County, Georgia",-66.18,"13","117"
"Franklin County, Georgia",-33.48,"13","119"
"Fulton County, Georgia",-53.57,"13","121"
"Gilmer County, Georgia",-53.92,"13","123"
"Glascock County, Georgia",-39.51,"13","125"
"Glynn County, Georgia",-52.93,"13","127"
"Gordon County, Georgia",-41.46,"13","129"
"Grady County, Georgia",-43.69,"13","131"
"Greene County, Georgia",-55.05,"13","133"
"Gwinnett County, Georgia",-55.94,"13","135"
"Habersham County, Georgia",-51.1,"13","137"
"Hall County, Georgia",-52.16,"13","139"
"Hancock County, Georgia",-55.59,"13","141"
"Haralson County, Georgia",-26.3,"13","143"
"Harris County, Georgia",-56.48,"13","145"
"Hart County, Georgia",-44.31,"13","147"
"Heard County, Georgia",-54.87,"13","149"
"Henry County, Georgia",-53.49,"13","151"
"Houston County, Georgia",-52.66,"13","153"
